,tweet
1717,"['right', 'right', 'need', 'cite', 'part', 'constitution', 'kind', 'case', 'statute', 'show', 'right', 'wear', 'mask', 'actually', 'exists', 'cant', 'youre', 'lying', 'inconvenience', '=', '=', 'violation', 'freedom']"
1718,"['idiot', 'seriously', 'dont', 'get', 'reason', 'repugs', 'get', 'covid', 'one', 'refusing', 'wear', 'mask', 'qualm', 'attending', 'large', 'gathering', 'social', 'distancing', 'rest', 'duh']"
1719,"['okay', 'get', 'round', 'trip', 'ticket', 'maui', 'first', 'class', 'dont', 'wear', 'mask', 'distance', 'anymore', 'get', 'inclusive', 'resort', 'maayyyyyyyyyyybe', 'could', 'hop', 'plane', 'puerto', 'vallarta', 'get', 'experience', 'except', 'cheaper', 'vaccine']"
1720,"['woke', 'morning', 'cloudy', 'wear', 'face', 'mask', 'covid', 'wont', 'kill', 'trump', 'president', 'duterte', 'president', 'like', 'yesterday', 'day', 'day', 'well', 'wish', 'whiz', 'bang', 'didnt', 'alter', 'stroke', 'happy', 'new', 'year']"
1721,"['want', 'spray', 'face', 'clorox', 'get', 'package', 'delivered', 'house', 'dont', 'want', 'comply', 'wearing', 'mask', 'dumb', 'bitch']"
1722,"['haha', 'wa', 'actual', 'gold', 'standard', 'booming', 'economy', 'mask', 'covid', 'virus', 'premier', 'overwhelmingly', 'popular', 'amp', 'east', 'blind', 'lockdown', 'work', 'lockdown', 'work', 'lockdown', 'work', 'running', 'surplus', 'good', 'state', 'government']"
1723,"['new', 'word', 'spreader', 'meaning', 'anybody', 'doesnt', 'wear', 'mask', 'nose', 'mouth']"
1724,"['coronavirus', 'didnt', 'end', 'chime', 'avoid', 'unnecessary', 'gathering', 'meeting', 'avoid', 'unnecessary', 'travel', 'wear', 'face', 'mask', 'wash', 'hand', 'use', 'alcoholbased', 'sanitizer', 'follow', 'ncdc', 'guideline', 'protocol', 'made', 'stay', 'alive']"
1725,"['cloth', 'face', 'covering', 'n', 'please', 'tell', 'got', 'understand', 'n', 'face', 'covering', 'reserved', 'front', 'line', 'medical', 'worker', 'mask', 'keep', 'rest', 'bioload', 'covid', 'died', 'covid', 'nothing', 'mask']"
1726,"['aint', 'letting', 'go', 'mask', 'covid']"
1727,"['collection', 'see', 'variety', 'parent', 'way', 'past', 'get', 'wear', 'mask', 'though']"
1728,"['fan', 'wearing', 'mask', 'hat', 'wearing', 'anything', 'fur', 'coat']"
1729,"['collection', 'see', 'variety', 'parent', 'way', 'past', 'get', 'wear', 'mask', 'though']"
1730,"['freaking', 'year', 'better', 'time', 'horizon', 'good', 'luck', 'stay', 'safe', 'stay', 'strong', 'wear', 'mask']"
1731,"['thats', 'happens', 'governor', 'close', 'business', 'dont', 'get', 'unemployment', 'check', 'people', 'properly', 'survive', 'add', 'top', 'unlimited', 'protestors', 'million', 'allowed', 'avoid', 'social', 'distancing', 'mask', 'wearing', 'mandate', 'basically', 'causing', 'massive']"
1732,"['okay', 'get', 'round', 'trip', 'ticket', 'maui', 'first', 'class', 'dont', 'wear', 'mask', 'distance', 'anymore', 'get', 'inclusive', 'resort', 'maayyyyyyyyyyybe', 'could', 'hop', 'plane', 'puerto', 'vallarta', 'get', 'experience', 'except', 'cheaper', 'vaccine']"
1733,"['nigga', 'died', 'year', 'gotta', 'wear', 'mask']"
1734,"['promise', 'wont', 'die', 'stay', 'inside', 'new', 'year', 'dont', 'get', 'plane', 'wear', 'mask', 'public', 'fact', 'quite', 'opposite', 'might', 'ensuring', 'safety', 'safety', 'others']"
1735,"['moron', 'smoke', 'non', 'smoking', 'area', 'almost', 'everywheredo', 'wear', 'shirt', 'store', 'oh', 'maybe', 'theyre', 'brainwashed', 'thing', 'f', 'moron', 'antimask', 'group', 'storm', 'la', 'grocery', 'store', 'stampede', 'planned', 'via']"
1736,"['flag', '=', 'important', 'wear', 'mask', 'maintain', 'safe', 'distance', 'safe']"
1737,"['indeed', 'mechanism', 'working', 'youll', 'need', 'better', 'explanation', 'maskwearing', 'isnt', 'leading', 'measurably', 'better', 'outcome']"
1738,"['go', 'viral', 'wearing', 'mask', 'bra', 'ill', 'text', 'dad', 'tell', 'raised', 'right']"
1739,"['morning', 'seen', 'two', 'men', 'delivering', 'supply', 'murrayfield', 'private', 'hospital', 'wearing', 'mask', 'multitude', 'people', 'standing', 'bus', 'stop', 'shop', 'front', 'street', 'mask', 'majority', 'teen', 'dont', 'wear', 'mask', 'constant', 'talk', 'gathering', 'house', 'endless']"
1740,"['happy', 'new', 'year', 'gone', 'whole', 'year', 'without', 'ever', 'wearing', 'mask', 'getting', 'tested', 'amp', 'continued', 'see', 'family', 'amp', 'friend', 'throughout', 'amp', 'dead', 'called', 'living', 'ppl', 'try', 'newyearseve', 'goodbye', 'happynewyear', 'happynewyear', 'firework']"
1741,"['wearing', 'mask']"
1742,"['hard', 'wear', 'fucking', 'mask', 'point']"
1743,"['seriously', 'believe', 'homeless', 'people', 'wouldnt', 'care', 'people', 'bringing', 'food', 'could', 'possibly', 'carrying', 'disease', 'might', 'kill', 'wearing', 'mask', 'id', 'rather', 'hungry', 'risk', 'dying', 'careless', 'hero', 'wear', 'damn', 'mask', 'deliver', 'food']"
1744,"['dont', 'stay', 'inside', 'wear', 'mask', 'dont', 'go', 'party', 'family', 'follow', 'instruction']"
1745,"['wont', 'wearing', 'mask', 'thanks']"
1746,"['thank', 'god', 'im', 'tired', 'kid', 'wearing', 'mask', 'day', 'getting', 'quarantined', 'anyway', 'mask', 'affective', 'dont', 'need', 'quarantined', 'ineffective', 'shouldnt', 'mandated', 'elementary', 'school']"
1747,"['new', 'word', 'spreader', 'meaning', 'anybody', 'doesnt', 'wear', 'mask', 'nose', 'mouth']"
1748,"['find', 'statement', 'interesting', 'upset', 'mask', 'prevent', 'spread', 'covid', 'youre', 'safe', 'wear', 'one', 'right', 'either', 'mask', 'stop', 'spread']"
1749,"['shame', 'none', 'people', 'wearing', 'mask', 'presenting', 'new', 'year', 'celebration', 'message', 'giving']"
1750,"['couple', 'arrested', 'attacking', 'three', 'police', 'officer', 'stopped', 'wearing', 'mask']"
1751,"['happy', 'new', 'year', 'folk', 'gonna', 'better', 'keep', 'reminding', 'people', 'take', 'tin', 'foil', 'hat', 'punch', 'anyone', 'get', 'close', 'wear', 'fucking', 'mask', 'difficult', 'lt3']"
1752,"['woke', 'morning', 'cloudy', 'wear', 'face', 'mask', 'covid', 'wont', 'kill', 'trump', 'president', 'duterte', 'president', 'like', 'yesterday', 'day', 'day', 'well', 'wish', 'whiz', 'bang', 'didnt', 'alter', 'stroke', 'happy', 'new', 'year']"
1753,"['want', 'spray', 'face', 'clorox', 'get', 'package', 'delivered', 'house', 'dont', 'want', 'comply', 'wearing', 'mask', 'dumb', 'bitch']"
1754,"['haha', 'wa', 'actual', 'gold', 'standard', 'booming', 'economy', 'mask', 'covid', 'virus', 'premier', 'overwhelmingly', 'popular', 'amp', 'east', 'blind', 'lockdown', 'work', 'lockdown', 'work', 'lockdown', 'work', 'running', 'surplus', 'good', 'state', 'government']"
1755,"['new', 'word', 'spreader', 'meaning', 'anybody', 'doesnt', 'wear', 'mask', 'nose', 'mouth']"
1756,"['wear', 'one', 'mask', 'know', 'selfish', 'human', 'completely', 'sheer', 'mask', 'absolutely', 'nothing', 'enraged', 'see']"
1757,"['fan', 'wearing', 'mask', 'hat', 'wearing', 'anything', 'fur', 'coat']"
1758,"['collection', 'see', 'variety', 'parent', 'way', 'past', 'get', 'wear', 'mask', 'though']"
1759,"['freaking', 'year', 'better', 'time', 'horizon', 'good', 'luck', 'stay', 'safe', 'stay', 'strong', 'wear', 'mask']"
1760,"['aint', 'letting', 'go', 'mask', 'covid']"
1761,"['hey', 'guy', 'go', 'partying', 'tonightwear', 'mask', 'lol']"
1762,"['least', 'tried', 'right', 'dont', 'like', 'mask', 'wear', 'dont', 'like', 'wearing', 'seatbelt', 'driving', 'sober', 'logic', 'behind', 'thing', 'america', 'country', 'science', 'logic', 'weaponized']"
1763,"['maybe', 'best', 'way', 'remember', 'keep', 'u', 'safe', 'let', 'new', 'year', 'resolution', 'keep', 'washing', 'hand', 'keep', 'social', 'distancing', 'wear', 'mask', 'stay', 'vigilant', 'covid', '19']"
1764,"['president', 'know', 'personal', 'note', 'see', 'slap', 'face', 'refusing', 'wear', 'mask', 'actively', 'spreading', 'virus', 'delaying', 'restart', 'industry', 'work', 'degree', 'every', 'time', 'see', 'one', 'moron', 'fight', 'urge']"
1765,"['collection', 'see', 'variety', 'parent', 'way', 'past', 'get', 'wear', 'mask', 'though']"
1766,"['freaking', 'year', 'better', 'time', 'horizon', 'good', 'luck', 'stay', 'safe', 'stay', 'strong', 'wear', 'mask']"
1767,"['aint', 'letting', 'go', 'mask', 'covid']"
1768,"['everyones', 'ny', 'resolution', 'help', 'kind', 'one', 'another', 'wear', 'mask', 'part', 'know', 'im', 'ready', 'get', 'back', 'normal', 'life', 'yo', 'month', 'old', 'would', 'nice', 'family', 'dinner', 'inside', 'restaurant', 'dont', 'selfish']"
1769,"['right', 'right', 'need', 'cite', 'part', 'constitution', 'kind', 'case', 'statute', 'show', 'right', 'wear', 'mask', 'actually', 'exists', 'cant', 'youre', 'lying', 'inconvenience', '=', '=', 'violation', 'freedom']"
1770,"['idiot', 'seriously', 'dont', 'get', 'reason', 'repugs', 'get', 'covid', 'one', 'refusing', 'wear', 'mask', 'qualm', 'attending', 'large', 'gathering', 'social', 'distancing', 'rest', 'duh']"
1771,"['hey', 'guy', 'go', 'partying', 'tonightwear', 'mask', 'lol']"
1772,"['cloth', 'face', 'covering', 'n', 'please', 'tell', 'got', 'understand', 'n', 'face', 'covering', 'reserved', 'front', 'line', 'medical', 'worker', 'mask', 'keep', 'rest', 'bioload', 'covid', 'died', 'covid', 'nothing', 'mask']"
1773,"['least', 'tried', 'right', 'dont', 'like', 'mask', 'wear', 'dont', 'like', 'wearing', 'seatbelt', 'driving', 'sober', 'logic', 'behind', 'thing', 'america', 'country', 'science', 'logic', 'weaponized']"
1774,"['president', 'know', 'personal', 'note', 'see', 'slap', 'face', 'refusing', 'wear', 'mask', 'actively', 'spreading', 'virus', 'delaying', 'restart', 'industry', 'work', 'degree', 'every', 'time', 'see', 'one', 'moron', 'fight', 'urge']"
1775,"['everyones', 'ny', 'resolution', 'help', 'kind', 'one', 'another', 'wear', 'mask', 'part', 'know', 'im', 'ready', 'get', 'back', 'normal', 'life', 'yo', 'month', 'old', 'would', 'nice', 'family', 'dinner', 'inside', 'restaurant', 'dont', 'selfish']"
1776,"['right', 'right', 'need', 'cite', 'part', 'constitution', 'kind', 'case', 'statute', 'show', 'right', 'wear', 'mask', 'actually', 'exists', 'cant', 'youre', 'lying', 'inconvenience', '=', '=', 'violation', 'freedom']"
1777,"['idiot', 'seriously', 'dont', 'get', 'reason', 'repugs', 'get', 'covid', 'one', 'refusing', 'wear', 'mask', 'qualm', 'attending', 'large', 'gathering', 'social', 'distancing', 'rest', 'duh']"
1778,"['okay', 'get', 'round', 'trip', 'ticket', 'maui', 'first', 'class', 'dont', 'wear', 'mask', 'distance', 'anymore', 'get', 'inclusive', 'resort', 'maayyyyyyyyyyybe', 'could', 'hop', 'plane', 'puerto', 'vallarta', 'get', 'experience', 'except', 'cheaper', 'vaccine']"
1779,"['woke', 'morning', 'cloudy', 'wear', 'face', 'mask', 'covid', 'wont', 'kill', 'trump', 'president', 'duterte', 'president', 'like', 'yesterday', 'day', 'day', 'well', 'wish', 'whiz', 'bang', 'didnt', 'alter', 'stroke', 'happy', 'new', 'year']"
1780,"['want', 'spray', 'face', 'clorox', 'get', 'package', 'delivered', 'house', 'dont', 'want', 'comply', 'wearing', 'mask', 'dumb', 'bitch']"
1781,"['haha', 'wa', 'actual', 'gold', 'standard', 'booming', 'economy', 'mask', 'covid', 'virus', 'premier', 'overwhelmingly', 'popular', 'amp', 'east', 'blind', 'lockdown', 'work', 'lockdown', 'work', 'lockdown', 'work', 'running', 'surplus', 'good', 'state', 'government']"
1782,"['new', 'word', 'spreader', 'meaning', 'anybody', 'doesnt', 'wear', 'mask', 'nose', 'mouth']"
1783,"['coronavirus', 'didnt', 'end', 'chime', 'avoid', 'unnecessary', 'gathering', 'meeting', 'avoid', 'unnecessary', 'travel', 'wear', 'face', 'mask', 'wash', 'hand', 'use', 'alcoholbased', 'sanitizer', 'follow', 'ncdc', 'guideline', 'protocol', 'made', 'stay', 'alive']"
1784,"['cloth', 'face', 'covering', 'n', 'please', 'tell', 'got', 'understand', 'n', 'face', 'covering', 'reserved', 'front', 'line', 'medical', 'worker', 'mask', 'keep', 'rest', 'bioload', 'covid', 'died', 'covid', 'nothing', 'mask']"
1785,"['aint', 'letting', 'go', 'mask', 'covid']"
1786,"['maybe', 'best', 'way', 'remember', 'keep', 'u', 'safe', 'let', 'new', 'year', 'resolution', 'keep', 'washing', 'hand', 'keep', 'social', 'distancing', 'wear', 'mask', 'stay', 'vigilant', 'covid', '19']"
1787,"['people', 'dont', 'wear', 'mask', 'come', 'work', 'would', 'absolutely', 'one', 'hate', 'crime']"
1788,"['stupid', 'people', 'commiting', 'suicide', 'claim', 'wearing', 'mask', 'amp', 'rebreathing', 'carbon', 'dioxide', 'like', 'sucking', 'truck', 'exhaust', 'pipe', 'rfid', 'chip', 'hidden', 'vaccine', 'coronavirus', 'flu']"
1789,"['try', 'threaten', 'check', 'costco', 'dont', 'wear', 'mask']"
1790,"['new', 'word', 'spreader', 'meaning', 'anybody', 'doesnt', 'wear', 'mask', 'nose', 'mouth']"
1791,"['haha', 'wa', 'actual', 'gold', 'standard', 'booming', 'economy', 'mask', 'covid', 'virus', 'premier', 'overwhelmingly', 'popular', 'amp', 'east', 'blind', 'lockdown', 'work', 'lockdown', 'work', 'lockdown', 'work', 'running', 'surplus', 'good', 'state', 'government']"
1792,"['want', 'spray', 'face', 'clorox', 'get', 'package', 'delivered', 'house', 'dont', 'want', 'comply', 'wearing', 'mask', 'dumb', 'bitch']"
1793,"['woke', 'morning', 'cloudy', 'wear', 'face', 'mask', 'covid', 'wont', 'kill', 'trump', 'president', 'duterte', 'president', 'like', 'yesterday', 'day', 'day', 'well', 'wish', 'whiz', 'bang', 'didnt', 'alter', 'stroke', 'happy', 'new', 'year']"
1794,"['okay', 'get', 'round', 'trip', 'ticket', 'maui', 'first', 'class', 'dont', 'wear', 'mask', 'distance', 'anymore', 'get', 'inclusive', 'resort', 'maayyyyyyyyyyybe', 'could', 'hop', 'plane', 'puerto', 'vallarta', 'get', 'experience', 'except', 'cheaper', 'vaccine']"
1795,"['idiot', 'seriously', 'dont', 'get', 'reason', 'repugs', 'get', 'covid', 'one', 'refusing', 'wear', 'mask', 'qualm', 'attending', 'large', 'gathering', 'social', 'distancing', 'rest', 'duh']"
1796,"['right', 'right', 'need', 'cite', 'part', 'constitution', 'kind', 'case', 'statute', 'show', 'right', 'wear', 'mask', 'actually', 'exists', 'cant', 'youre', 'lying', 'inconvenience', '=', '=', 'violation', 'freedom']"
1797,"['everyones', 'ny', 'resolution', 'help', 'kind', 'one', 'another', 'wear', 'mask', 'part', 'know', 'im', 'ready', 'get', 'back', 'normal', 'life', 'yo', 'month', 'old', 'would', 'nice', 'family', 'dinner', 'inside', 'restaurant', 'dont', 'selfish']"
1798,"['president', 'know', 'personal', 'note', 'see', 'slap', 'face', 'refusing', 'wear', 'mask', 'actively', 'spreading', 'virus', 'delaying', 'restart', 'industry', 'work', 'degree', 'every', 'time', 'see', 'one', 'moron', 'fight', 'urge']"
1799,"['maybe', 'best', 'way', 'remember', 'keep', 'u', 'safe', 'let', 'new', 'year', 'resolution', 'keep', 'washing', 'hand', 'keep', 'social', 'distancing', 'wear', 'mask', 'stay', 'vigilant', 'covid', '19']"
1800,"['least', 'tried', 'right', 'dont', 'like', 'mask', 'wear', 'dont', 'like', 'wearing', 'seatbelt', 'driving', 'sober', 'logic', 'behind', 'thing', 'america', 'country', 'science', 'logic', 'weaponized']"
1801,"['hey', 'guy', 'go', 'partying', 'tonightwear', 'mask', 'lol']"
1802,"['countless', 'recurring', 'dream', 'crowded', 'public', 'place', 'covid', 'positive', 'patient', 'room', 'without', 'mask', 'anxiety', 'provoking', 'literally', 'every', 'night', 'im', 'sorry', 'great', 'story', 'teller', 'straight', 'point']"
1803,"['forced', 'wear', 'mf', 'doom', 'mask']"
1804,"['imagine', 'wearing', 'mask', 'knowing', 'family', 'grieving', 'united', 'state', 'id', 'wear', 'full', 'hazmat', 'suit', 'keep', 'one', 'person', 'grief', 'bekindwearamask']"
1805,"['coronavirus', 'didnt', 'end', 'chime', 'avoid', 'unnecessary', 'gathering', 'meeting', 'avoid', 'unnecessary', 'travel', 'wear', 'face', 'mask', 'wash', 'hand', 'use', 'alcoholbased', 'sanitizer', 'follow', 'ncdc', 'guideline', 'protocol', 'made', 'stay', 'alive']"
1806,"['cloth', 'face', 'covering', 'n', 'please', 'tell', 'got', 'understand', 'n', 'face', 'covering', 'reserved', 'front', 'line', 'medical', 'worker', 'mask', 'keep', 'rest', 'bioload', 'covid', 'died', 'covid', 'nothing', 'mask']"
1807,"['aint', 'letting', 'go', 'mask', 'covid']"
1808,"['freaking', 'year', 'better', 'time', 'horizon', 'good', 'luck', 'stay', 'safe', 'stay', 'strong', 'wear', 'mask']"
1809,"['freaking', 'year', 'better', 'time', 'horizon', 'good', 'luck', 'stay', 'safe', 'stay', 'strong', 'wear', 'mask']"
1810,"['collection', 'see', 'variety', 'parent', 'way', 'past', 'get', 'wear', 'mask', 'though']"
1811,"['fan', 'wearing', 'mask', 'hat', 'wearing', 'anything', 'fur', 'coat']"
1812,"['believe', 'go', 'want', 'know', 'see', 'real', 'heartbreak', 'suffering', 'give', 'account', 'follow', 'tell', 'wearing', 'mask', 'social', 'distance', 'miserable', 'n']"
1813,"['wear', 'one', 'mask', 'know', 'selfish', 'human', 'completely', 'sheer', 'mask', 'absolutely', 'nothing', 'enraged', 'see']"
1814,"['thats', 'happens', 'governor', 'close', 'business', 'dont', 'get', 'unemployment', 'check', 'people', 'properly', 'survive', 'add', 'top', 'unlimited', 'protestors', 'million', 'allowed', 'avoid', 'social', 'distancing', 'mask', 'wearing', 'mandate', 'basically', 'causing', 'massive']"
1815,"['indeed', 'mechanism', 'working', 'youll', 'need', 'better', 'explanation', 'maskwearing', 'isnt', 'leading', 'measurably', 'better', 'outcome']"
1816,"['karen', 'ha', 'called', 'opd', 'twice', 'cashier', 'buckys', 'dodge', 'wearing', 'mask']"
1817,"['flag', '=', 'important', 'wear', 'mask', 'maintain', 'safe', 'distance', 'safe']"
1818,"['promise', 'wont', 'die', 'stay', 'inside', 'new', 'year', 'dont', 'get', 'plane', 'wear', 'mask', 'public', 'fact', 'quite', 'opposite', 'might', 'ensuring', 'safety', 'safety', 'others']"
1819,"['nigga', 'died', 'year', 'gotta', 'wear', 'mask']"
1820,"['people', 'dont', 'wear', 'mask', 'come', 'work', 'would', 'absolutely', 'one', 'hate', 'crime']"
1821,"['thats', 'happens', 'governor', 'close', 'business', 'dont', 'get', 'unemployment', 'check', 'people', 'properly', 'survive', 'add', 'top', 'unlimited', 'protestors', 'million', 'allowed', 'avoid', 'social', 'distancing', 'mask', 'wearing', 'mandate', 'basically', 'causing', 'massive']"
1822,"['wear', 'one', 'mask', 'know', 'selfish', 'human', 'completely', 'sheer', 'mask', 'absolutely', 'nothing', 'enraged', 'see']"
1823,"['fan', 'wearing', 'mask', 'hat', 'wearing', 'anything', 'fur', 'coat']"
1824,"['collection', 'see', 'variety', 'parent', 'way', 'past', 'get', 'wear', 'mask', 'though']"
1825,"['moron', 'smoke', 'non', 'smoking', 'area', 'almost', 'everywheredo', 'wear', 'shirt', 'store', 'oh', 'maybe', 'theyre', 'brainwashed', 'thing', 'f', 'moron', 'antimask', 'group', 'storm', 'la', 'grocery', 'store', 'stampede', 'planned', 'via']"
1826,"['greatest', 'tribute', 'make', 'died', 'virus', 'wear', 'mask', 'distance', 'possible', 'get', 'vaccinated', 'soon']"
1827,"['countless', 'recurring', 'dream', 'crowded', 'public', 'place', 'covid', 'positive', 'patient', 'room', 'without', 'mask', 'anxiety', 'provoking', 'literally', 'every', 'night', 'im', 'sorry', 'great', 'story', 'teller', 'straight', 'point']"
1828,"['come', 'end', 'reflect', 'year', 'ha', 'taught', 'u', 'grateful', 'ever', 'gpcpa', 'send', 'love', 'amp', 'light', 'medical', 'hero', 'shown', 'indomitable', 'strength', 'pandemic', 'hpn', 'healthier', 'please', 'wear', 'mask']"
